bc/prob_true_act,bc/epoch_num,dagger/round_episode_count,dagger/mean_episode_reward,bc/samples_so_far,bc/l2_loss,bc/neglogp,dagger/mean_episode_success,dagger/total_expert_count,dagger/total_timesteps,rollout/return_std,dagger/round_num,rollout/success_max,bc/ent_loss,rollout/success_mean,rollout/success_std,rollout/success_min,bc/l2_norm,bc/loss,batch_size,bc/batch_num,rollout/return_mean,dagger/round_timestep_count,bc/entropy,rollout/return_max,rollout/return_min
0.002609262242913246,0,8,6069.1690673828125,128,0.0,6.006634712219238,0.875,140,140,66.3878712838697,0,0.0,-0.007094692438840866,0.0,0.0,0.0,928.500244140625,5.999539852142334,128,1,-9984.769577789306,140,7.094692230224609,-9695.391555786133,-10000.0
0.005996028892695904,0,9,7482.524739583333,128,0.0,5.3856401443481445,1.0,287,292,371.7313733466311,1,0.0,-0.007013523485511541,0.0,0.0,0.0,938.0347290039062,5.378626823425293,128,1,-9813.442143630982,152,7.013523101806641,-8746.880325317383,-10000.0
0.008497554808855057,0,10,7923.56640625,128,0.0,4.917144775390625,1.0,430,443,664.7082379541501,2,0.0,-0.006884857080876827,0.0,0.0,0.0,950.9087524414062,4.91025972366333,128,1,-9582.690380859374,151,6.884856700897217,-7410.75008392334,-10000.0
0.011799674481153488,0,8,7631.673034667969,128,0.0,4.494572639465332,1.0,547,573,5060.62224436875,3,1.0,-0.006685071624815464,0.15,0.3570714214271425,0.0,972.895751953125,4.487887382507324,128,1,-7544.288004302978,130,6.6850714683532715,6196.558815002441,-10000.0
0.016429096460342407,0,7,7293.542759486607,128,0.0,4.141683578491211,1.0,658,705,6949.071652854703,4,1.0,-0.006440472789108753,0.45,0.49749371855331004,0.0,995.3170776367188,4.135242938995361,128,1,-2737.4853340148925,132,6.440472602844238,7191.539482116699,-10000.0
0.023801881819963455,0,9,7737.361436631945,128,0.0,3.777663230895996,1.0,778,845,7402.1935985363425,5,1.0,-0.006153936963528395,0.45,0.49749371855331,0.0,1020.3721313476562,3.7715094089508057,128,1,-2437.9411750793456,140,6.153936862945557,6885.283905029297,-10000.0
0.03241498023271561,0,11,8176.370871803978,128,0.0,3.5576159954071045,1.0,899,991,7183.627794087343,6,1.0,-0.005828062538057566,0.6,0.48989794855663565,0.0,1042.3487548828125,3.551787853240967,128,1,-218.84129219055177,146,5.828062057495117,8081.020538330078,-10000.0
0.04881638288497925,0,10,8168.73212890625,128,0.0,3.0390634536743164,1.0,1013,1125,7420.671054366827,7,1.0,-0.005466110073029995,0.45,0.49749371855331004,0.0,1068.4293212890625,3.033597230911255,128,1,-2120.778755569458,134,5.466109752655029,7192.212097167969,-10000.0
0.07264449447393417,0,9,7701.532280815973,128,0.0,2.6632132530212402,1.0,1119,1267,6160.390060159846,8,1.0,-0.0050646038725972176,0.8,0.4,0.0,1090.68115234375,2.658148765563965,128,1,3232.4629322052,142,5.064603805541992,7897.235900878906,-10000.0
0.11175093054771423,0,9,7313.637261284722,128,0.0,2.257143497467041,1.0,1239,1434,6782.875521069694,9,1.0,-0.004626282025128603,0.7,0.45825756949558394,0.0,1118.544677734375,2.2525172233581543,128,1,1309.1938243865966,167,4.62628173828125,8078.01953125,-9900.66869354248
0.18282398581504822,0,8,7762.967346191406,128,0.0,1.7644447088241577,1.0,1320,1562,6388.528974045578,10,1.0,-0.004142666235566139,0.8,0.4,0.0,1192.2694091796875,1.7603020668029785,128,1,3434.434623336792,128,4.142665863037109,7688.513984680176,-9582.8763961792
0.31863874197006226,0,8,7629.61328125,128,0.0,1.1533076763153076,1.0,1409,1693,5293.561425898102,11,1.0,-0.0036098905839025974,0.9,0.30000000000000004,0.0,1227.05224609375,1.1496977806091309,128,1,5274.247499084473,131,3.6098904609680176,8380.834693908691,-10000.0
0.4904875159263611,0,10,8066.273193359375,128,0.0,0.8613864183425903,1.0,1499,1831,3897.689459504317,12,1.0,-0.003058444010093808,0.95,0.2179449471770337,0.0,1324.904541015625,0.8583279848098755,128,1,6105.91858215332,138,3.058443784713745,8194.072082519531,-8692.325607299805
1.0118945837020874,0,8,7406.4027099609375,128,0.0,-0.009073909372091293,1.0,1580,1971,3752.391509747309,13,1.0,-0.002453266642987728,0.95,0.21794494717703372,0.0,1372.5416259765625,-0.011527176015079021,128,1,6063.421702957154,140,2.4532666206359863,8379.22592163086,-9344.797821044922
1.8566397428512573,0,7,7029.577776227678,128,0.0,-0.3228793144226074,1.0,1661,2106,5084.047778777027,14,1.0,-0.001807791879400611,0.9,0.30000000000000004,0.0,1415.8712158203125,-0.32468709349632263,128,1,5985.802182006836,135,1.807791829109192,8587.335525512695,-9657.509887695312
