bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24581.3828125,0.0,7.094691753387451,6.047978401184082,6.040883541107178,-0.007094691973179579,1,0,110,0.002456320682540536
