bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24701.40234375,0.0,7.094692230224609,5.990814208984375,5.983719348907471,-0.007094692438840866,1,0,128,0.0026106692384928465
