bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24650.234375,0.0,7.094692230224609,5.937079429626465,5.9299845695495605,-0.007094692438840866,1,0,128,0.0027489028871059418
