bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24545.3203125,0.0,7.094692230224609,5.963738441467285,5.956643581390381,-0.007094692438840866,1,0,128,0.0027042091824114323
