bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24726.810546875,0.0,7.094692230224609,6.004526138305664,5.99743127822876,-0.007094692438840866,1,0,128,0.002596428617835045
