bc/neglogp,bc/entropy,bc/ent_loss,bc/prob_true_act,bc/samples_so_far,bc/batch_num,bc/epoch_num,bc/l2_norm,bc/l2_loss,bc/loss
5.979739665985107,7.094692230224609,-0.007094692438840866,0.0026637110859155655,128,1,0,928.500244140625,0.0,5.972644805908203
