bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24647.25,0.0,7.094692230224609,5.9829607009887695,5.975865840911865,-0.007094692438840866,1,0,128,0.002653137780725956
