bc/entropy,bc/loss,bc/neglogp,bc/ent_loss,bc/prob_true_act,bc/l2_loss,bc/batch_num,bc/samples_so_far,bc/epoch_num,bc/l2_norm
7.094692230224609,5.986730098724365,5.9938249588012695,-0.007094692438840866,0.0025687715969979763,0.0,1,32,0,928.500244140625
