bc/prob_true_act,bc/loss,bc/entropy,bc/l2_norm,bc/l2_loss,bc/ent_loss,bc/batch_num,bc/neglogp,bc/epoch_num,bc/samples_so_far
0.00263450900092721,5.969017505645752,7.094692230224609,928.500244140625,0.0,-0.007094692438840866,1,5.976112365722656,0,60
