bc/entropy,bc/l2_norm,bc/samples_so_far,bc/l2_loss,bc/epoch_num,bc/prob_true_act,bc/batch_num,bc/ent_loss,bc/neglogp,bc/loss
7.094692230224609,73392.046875,32,0.0,0,0.0027730113361030817,1,-0.007094692438840866,5.944945335388184,5.937850475311279
5.148840427398682,74756.3984375,16032,0.0,1,0.025999408215284348,501,-0.005148840602487326,4.283396244049072,4.278247356414795
4.167621612548828,75956.4140625,32032,0.0,2,0.05209766700863838,1001,-0.004167621955275536,4.548615455627441,4.544447898864746
3.978977918624878,76805.2421875,48032,0.0,3,0.07038047164678574,1501,-0.003978977911174297,3.0732369422912598,3.069257974624634
