bc/loss,bc/neglogp,bc/ent_loss,bc/epoch_num,bc/l2_loss,bc/batch_num,bc/entropy,bc/prob_true_act,bc/l2_norm,bc/samples_so_far
6.1041998863220215,6.111294746398926,-0.007094692438840866,0,0.0,1,7.094692230224609,0.002413177862763405,928.500244140625,32
3.1480159759521484,3.152601718902588,-0.004585683811455965,2,0.0,501,4.585683822631836,0.06260468810796738,1139.16455078125,16032
