bc/neglogp,bc/entropy,bc/ent_loss,bc/prob_true_act,bc/samples_so_far,bc/batch_num,bc/epoch_num,bc/l2_norm,bc/l2_loss,bc/loss
6.033552646636963,7.094691753387451,-0.007094691973179579,0.002508114092051983,110,1,0,928.500244140625,0.0,6.026457786560059
