bc/loss,bc/neglogp,bc/ent_loss,bc/epoch_num,bc/l2_loss,bc/batch_num,bc/entropy,bc/prob_true_act,bc/l2_norm,bc/samples_so_far
6.110462188720703,6.117557048797607,-0.007094692438840866,0,0.0,1,7.094692230224609,0.0024291740264743567,928.500244140625,32
