bc/prob_true_act,bc/epoch_num,dagger/round_episode_count,dagger/mean_episode_reward,bc/samples_so_far,bc/l2_loss,bc/neglogp,dagger/mean_episode_success,dagger/total_expert_count,dagger/total_timesteps,rollout/return_std,dagger/round_num,rollout/success_max,bc/ent_loss,rollout/success_mean,rollout/success_std,rollout/success_min,bc/l2_norm,bc/loss,batch_size,bc/batch_num,rollout/return_mean,dagger/round_timestep_count,bc/entropy,rollout/return_max,rollout/return_min
0.002940270584076643,0,10,8234.006542968751,128,0.0,5.8849406242370605,1.0,129,129,0.0,0,0.0,-0.007094692438840866,0.0,0.0,0.0,928.500244140625,5.877845764160156,128,1,-10000.0,129,7.094692230224609,-10000.0,-10000.0
0.0073581477627158165,0,11,7994.709872159091,128,0.0,5.086654186248779,1.0,282,285,3416.230665025183,1,1.0,-0.0070135644637048244,0.05,0.21794494717703364,0.0,938.1087036132812,5.0796403884887695,128,1,-9200.999449539184,156,7.013564109802246,5688.665977478027,-10000.0
0.00927896797657013,0,10,7945.33583984375,128,0.0,4.777663230895996,1.0,423,431,3829.5923628021274,2,1.0,-0.006886660121381283,0.05,0.21794494717703367,0.0,949.0227661132812,4.770776748657227,128,1,-9087.628695678712,146,6.886659622192383,7596.902153015137,-10000.0
0.010561981238424778,0,10,7704.989892578124,128,0.0,4.694735527038574,1.0,570,588,3606.941807519149,3,1.0,-0.00671931030228734,0.05,0.21794494717703364,0.0,962.2642822265625,4.688016414642334,128,1,-8724.136722946167,157,6.7193098068237305,6695.462516784668,-10000.0
0.015026124194264412,0,9,7872.65896267361,128,0.0,4.282688140869141,1.0,695,723,7129.184957911924,4,1.0,-0.006487490143626928,0.45,0.49749371855331,0.0,992.085205078125,4.276200771331787,128,1,-2862.070655441284,135,6.487489700317383,6587.525932312012,-10000.0
0.021648408845067024,0,10,8156.45810546875,128,0.0,3.9044876098632812,1.0,816,855,7142.688551209189,5,1.0,-0.006205120589584112,0.45,0.49749371855331004,0.0,1026.4306640625,3.898282527923584,128,1,-2454.273391342163,132,6.205120086669922,7193.61612701416,-10000.0
0.03241631016135216,0,10,7991.397412109376,128,0.0,3.454343795776367,1.0,933,998,6869.234776623772,6,1.0,-0.005877406802028418,0.5,0.5,0.0,1055.789306640625,3.4484663009643555,128,1,-2089.268228149414,143,5.877406597137451,6494.669998168945,-10000.0
0.04719044268131256,0,9,7922.150553385416,128,0.0,3.060821771621704,1.0,1040,1129,7192.012954097652,7,1.0,-0.005512668751180172,0.55,0.4974937185533099,0.0,1086.1932373046875,3.0553090572357178,128,1,-1147.7853504180907,131,5.512668609619141,7485.545867919922,-10000.0
0.06723843514919281,0,7,6889.444893973215,128,0.0,2.8959832191467285,1.0,1168,1278,5459.481397068984,8,1.0,-0.005111354403197765,0.85,0.3570714214271425,0.0,1118.6268310546875,2.89087176322937,128,1,3468.5662128448485,149,5.111354351043701,7899.004302978516,-10000.0
0.10794269293546677,0,9,7966.730143229166,128,0.0,2.2748875617980957,1.0,1271,1407,3516.8743672816263,9,1.0,-0.004656706936657429,0.95,0.21794494717703372,0.0,1171.964599609375,2.270230770111084,128,1,4959.563496780395,129,4.656706809997559,7783.953155517578,-8725.737701416016
0.17691634595394135,0,10,7583.46484375,128,0.0,1.8515605926513672,1.0,1406,1572,4869.572361056021,10,1.0,-0.004160002339631319,0.9,0.30000000000000004,0.0,1210.1480712890625,1.8474005460739136,128,1,4603.410521697998,165,4.1600022315979,7798.31233215332,-9481.953834533691
0.3115382194519043,0,9,7934.942491319445,128,0.0,1.2183468341827393,1.0,1514,1703,3631.6163648767574,11,1.0,-0.0036261023487895727,0.95,0.21794494717703372,0.0,1249.3653564453125,1.2147207260131836,128,1,5742.277965927124,131,3.6261022090911865,8296.00577545166,-9311.606468200684
0.5402144193649292,0,8,7646.514343261719,128,0.0,0.838331937789917,1.0,1625,1838,5583.25361202585,12,1.0,-0.0030579224694520235,0.85,0.3570714214271425,0.0,1316.2349853515625,0.8352740406990051,128,1,4728.888103485107,135,3.05792236328125,8098.810325622559,-9326.457313537598
0.9670398235321045,0,10,8147.47529296875,128,0.0,0.061817385256290436,1.0,1730,1970,6854.468375641873,13,1.0,-0.0024605661164969206,0.8,0.4,0.0,1398.505859375,0.059356819838285446,128,1,4379.086167144776,132,2.4605660438537598,8592.45539855957,-9671.098503112793
1.8662376403808594,0,10,8179.977783203125,128,0.0,-0.4917216897010803,1.0,1832,2102,5122.654439498763,14,1.0,-0.0018172296695411205,0.9,0.3,0.0,1468.73828125,-0.49353891611099243,128,1,5864.975305557251,132,1.8172296285629272,8380.083953857422,-9797.841873168945
