bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24656.390625,0.0,7.094692230224609,5.963623046875,5.956528186798096,-0.007094692438840866,1,0,128,0.0026958163361996412
