bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24598.572265625,0.0,7.094692230224609,6.01173210144043,6.004637241363525,-0.007094692438840866,1,0,128,0.0025751623325049877
