bc/prob_true_act,bc/epoch_num,dagger/round_episode_count,dagger/mean_episode_reward,bc/samples_so_far,bc/l2_loss,bc/neglogp,dagger/mean_episode_success,dagger/total_expert_count,dagger/total_timesteps,rollout/return_std,dagger/round_num,rollout/success_max,bc/ent_loss,rollout/success_mean,rollout/success_std,rollout/success_min,bc/l2_norm,bc/loss,batch_size,bc/batch_num,rollout/return_mean,dagger/round_timestep_count,bc/entropy,rollout/return_max,rollout/return_min
0.002634698059409857,0,10,8072.376806640625,128,0.0,5.9990105628967285,1.0,138,138,42.89266537241556,0,0.0,-0.007094692438840866,0.0,0.0,0.0,928.500244140625,5.991915702819824,128,1,-9990.159747695923,138,7.094692230224609,-9803.194953918457,-10000.0
0.00728415884077549,0,9,7950.925347222221,128,0.0,5.059831619262695,1.0,268,270,204.26644643788322,1,0.0,-0.007013632915914059,0.0,0.0,0.0,937.8502197265625,5.0528178215026855,128,1,-9939.180632781983,132,7.013632774353027,-9101.395889282227,-10000.0
0.009120573289692402,0,10,7902.24140625,128,0.0,4.8216352462768555,1.0,411,416,3737.0857595749712,2,1.0,-0.006884594447910786,0.1,0.30000000000000004,0.0,948.8133544921875,4.814750671386719,128,1,-8640.276512527465,146,6.884593963623047,3584.9481048583984,-10000.0
0.011271951720118523,0,9,7894.623752170139,128,0.0,4.56852912902832,1.0,538,549,5666.197684142935,3,1.0,-0.006714413873851299,0.2,0.4000000000000001,0.0,960.8321533203125,4.561814785003662,128,1,-6930.755863571167,133,6.714413642883301,7288.3886642456055,-10000.0
0.015122903510928154,0,10,8130.072998046875,128,0.0,4.232056617736816,1.0,665,682,6151.513489296137,4,1.0,-0.006501774303615093,0.3,0.45825756949558394,0.0,981.2177124023438,4.225554943084717,128,1,-5360.390836334229,133,6.501773834228516,5538.308250427246,-10000.0
0.020802117884159088,0,8,7492.077209472656,128,0.0,3.9110023975372314,1.0,789,816,6990.244884159272,5,1.0,-0.006240910850465298,0.4,0.48989794855663565,0.0,1006.9426879882812,3.904761552810669,128,1,-3462.410050201416,134,6.240910530090332,6585.1977615356445,-10000.0
0.028520576655864716,0,9,7910.514105902778,128,0.0,3.636220932006836,1.0,912,947,7460.286575117674,6,1.0,-0.005940630100667477,0.4,0.48989794855663565,0.0,1040.1002197265625,3.6302802562713623,128,1,-3015.4830570220947,131,5.940629959106445,7895.316345214844,-10000.0
0.04178505390882492,0,10,8252.895751953125,128,0.0,3.202240467071533,1.0,1033,1075,7353.133160313717,7,1.0,-0.005599003750830889,0.5,0.5,0.0,1075.13720703125,3.196641445159912,128,1,-1644.46675491333,128,5.599003314971924,8075.460792541504,-10000.0
0.061511822044849396,0,6,4354.722574869791,128,0.0,2.8285470008850098,0.8333333333333334,1160,1214,6830.763748724762,8,1.0,-0.0052149030379951,0.7,0.45825756949558394,0.0,1103.123291015625,2.8233320713043213,128,1,1310.634362411499,139,5.214902877807617,7578.623329162598,-10000.0
0.0946793332695961,0,9,7977.678656684027,128,0.0,2.399839162826538,1.0,1276,1345,6518.488465380425,9,1.0,-0.004775280132889748,0.75,0.4330127018922193,0.0,1138.2064208984375,2.395063877105713,128,1,2189.818541717529,131,4.775279998779297,7896.191703796387,-10000.0
0.15092763304710388,0,7,7016.46533203125,128,0.0,1.9806386232376099,1.0,1391,1480,6307.530714137286,10,1.0,-0.00430056219920516,0.8,0.4,0.0,1184.8724365234375,1.9763380289077759,128,1,3532.888105392456,135,4.300561904907227,7979.227111816406,-9902.094970703125
0.2584201991558075,0,10,8200.14931640625,128,0.0,1.4087657928466797,1.0,1502,1613,6954.187540181699,11,1.0,-0.00379069522023201,0.75,0.4330127018922193,0.0,1239.4964599609375,1.4049750566482544,128,1,2739.8475929260253,133,3.7906949520111084,8378.143112182617,-10000.0
0.4623655378818512,0,11,8286.975674715908,128,0.0,0.7730347514152527,1.0,1625,1751,5077.226247168411,12,1.0,-0.0032373026479035616,0.9,0.30000000000000004,0.0,1280.8721923828125,0.7697974443435669,128,1,5797.576735687256,138,3.237302541732788,8382.201126098633,-9484.744506835938
0.8261231184005737,0,10,8099.478564453123,128,0.0,0.20043960213661194,1.0,1732,1887,5133.583140830924,13,1.0,-0.002645056461915374,0.9,0.30000000000000004,0.0,1320.44287109375,0.19779454171657562,128,1,4511.646562957763,136,2.6450562477111816,8388.028770446777,-10000.0
1.4001953601837158,0,10,8091.9046875,128,0.0,-0.30328965187072754,1.0,1850,2024,981.48807008324,14,1.0,-0.0020391030702739954,1.0,0.0,1.0,1442.1456298828125,-0.30532875657081604,128,1,7316.885687637329,137,2.0391030311584473,8380.960830688477,4568.436935424805
