bc/l2_norm,bc/l2_loss,bc/entropy,bc/neglogp,bc/loss,bc/ent_loss,bc/batch_num,bc/epoch_num,bc/samples_so_far,bc/prob_true_act
24455.310546875,0.0,7.094692230224609,6.0226335525512695,6.015538692474365,-0.007094692438840866,1,0,128,0.0025612954050302505
